Term,29c23697-0a63-493b-9ced-500612046e42,41ee531a-8d45-4067-8c0a-58e50eac58e7,5a739736-7a03-431e-8536-248d5f5eb218,4e4b68e7-e9f8-406a-b477-297d781fa67d,910bab8a-7927-4b42-9b62-b709ea0b7823,cd8531c9-894e-4e9d-bbc9-8471b99c11e3,a57303f3-c5ef-4418-ba3f-fde8e1596e03,8aa78510-515b-489f-9ecb-89e100f370d1,eed2c0ed-ca64-4bf3-b811-2c277b39e82b,33497299-202e-4799-bc63-a3bcf11c4c2a,
bands,1,0,0,1,1,0,1,0,1,0,
government,1,1,0,1,0,1,0,0,1,1,
conqueror’s,0,1,0,0,0,0,0,0,0,0,
counterfeiting,0,0,0,0,0,0,0,1,0,0,
cloyless,0,0,0,0,1,0,0,0,0,0,
blackest,0,0,1,0,0,0,0,0,0,1,
us7,1,0,0,0,0,0,0,0,0,0,
accumulate,0,0,0,0,0,0,0,0,0,1,
brim,0,0,0,0,1,0,0,1,1,0,
stand,1,1,1,1,1,1,1,1,1,1,
loured,0,1,0,0,0,0,0,0,0,0,
forward,1,1,1,1,0,1,1,0,1,1,
icebrook’s,0,0,0,0,0,0,0,0,0,1,
ourself,1,0,0,0,0,0,0,1,1,0,
banes,0,0,0,1,0,0,0,0,0,0,
urn,0,0,0,0,0,0,1,0,1,0,
300,0,0,1,0,0,0,0,0,0,0,
threes,0,0,0,0,0,0,1,0,0,0,
scaffold,0,1,0,0,0,0,0,0,1,0,
bandy,0,0,0,0,0,1,0,1,0,0,
304,0,0,1,0,0,0,0,0,0,0,
’sblood,0,0,0,0,0,0,0,0,1,1,
305,0,0,1,0,0,0,0,0,0,0,
me—,0,0,0,0,0,0,1,1,0,0,
me’,0,0,0,0,0,1,0,0,0,0,
esteemes,0,0,1,0,0,0,0,0,0,0,
incest,1,0,0,0,0,0,0,0,0,0,
me”,0,0,0,0,0,0,0,0,1,0,
use,1,1,1,1,1,1,1,1,1,1,
bedaub’d,0,0,0,0,0,1,0,0,0,0,
subject,1,1,1,1,1,1,1,1,1,1,
spiritstirring,0,0,0,0,0,0,0,0,0,1,
usd,1,0,0,1,0,0,0,0,0,0,
nursing,0,0,0,0,0,0,0,1,0,0,
berhyme,0,0,0,0,0,1,0,0,0,0,
liked,0,0,0,0,0,0,0,0,1,0,
opposer,1,0,0,0,0,0,1,0,0,0,
opposes,0,0,1,0,0,0,0,0,0,0,
may’t,0,0,0,0,0,0,0,0,1,0,
peascod,0,0,0,0,0,0,0,1,0,0,
310,0,0,1,0,0,0,0,0,0,0,
esteemed,1,0,0,0,1,0,0,0,0,0,
313,0,0,1,0,0,0,0,0,0,0,
immoment,0,0,0,0,1,0,0,0,0,0,
monopoly,0,0,0,0,0,0,0,1,0,0,
sapling,0,1,0,0,0,0,0,0,0,0,
ingram,0,0,1,0,0,0,0,0,0,0,
315,0,0,1,0,0,0,0,0,0,0,
lungs,1,0,0,0,0,0,1,0,1,0,
gibing,0,0,0,1,0,0,0,0,0,0,
grain,1,0,0,0,1,0,1,0,1,1,
logs,0,0,0,0,0,1,0,0,0,0,
combine,0,0,0,0,0,1,1,1,1,0,
likes,1,1,1,0,0,0,0,1,1,1,
alter,0,0,0,0,0,0,1,0,1,0,
waste,1,0,1,0,1,1,0,1,1,1,
cheerfully,1,1,0,0,0,0,0,0,1,0,
elsinorecan,1,0,0,0,0,0,0,0,0,0,
balm’d,0,0,0,0,0,0,0,1,0,0,
manes,0,0,0,0,0,1,0,0,0,0,
th’old,0,0,0,0,0,0,0,1,0,0,
digressing,0,0,0,0,0,1,0,0,0,0,
embowelld,0,0,0,1,0,0,0,0,0,0,
includes,1,1,1,1,1,1,1,1,1,1,
poisoned,0,0,0,1,1,0,1,1,0,0,
picking,1,0,0,1,0,0,0,0,0,0,
woes,0,1,1,1,0,1,0,1,0,0,
320,0,0,1,0,0,0,0,0,0,0,
staid,1,0,0,0,0,0,0,0,0,0,
322,0,0,1,0,0,0,0,0,0,0,
ripens,0,0,0,0,1,0,0,0,0,0,
325,0,0,1,0,0,0,0,0,0,0,
sword61,1,0,0,0,0,0,0,0,0,0,
poisoner,1,0,0,0,0,0,0,0,0,0,
stickest,0,0,0,0,0,1,0,0,0,0,
dispose,0,0,1,1,1,1,0,1,1,1,
blithild,0,0,0,0,0,0,0,0,1,0,
disposd,0,0,0,1,0,0,0,0,0,0,
lambkins,0,0,0,0,0,0,0,0,1,0,
disfurnish,0,0,1,0,0,0,0,0,0,0,
stair,0,0,0,0,0,1,0,0,0,0,
graft,0,1,0,0,0,0,0,0,0,0,
selfmisused,0,1,0,0,0,0,0,0,0,0,
augurs,0,0,0,0,1,0,0,0,0,0,
self’s,0,1,0,0,0,0,0,0,0,0,
ransomless,0,0,0,1,0,0,0,0,0,0,
“thou,0,0,0,0,0,0,1,0,0,0,
blindly,0,1,0,0,0,0,0,0,0,0,
augury,1,0,1,0,0,0,0,0,0,0,
stain,0,1,0,1,1,1,1,1,1,0,
trill’d,0,0,0,0,0,0,0,1,0,0,
330,0,0,1,0,0,0,0,0,0,0,
lethe’d,0,0,0,0,1,0,0,0,0,0,
napkin,0,0,0,0,0,0,0,0,0,1,
paphlagonia,0,0,0,0,1,0,0,0,0,0,
reckless,1,0,1,0,0,0,1,0,0,0,
335,0,0,1,0,0,0,0,0,0,0,
smoking,0,1,0,0,0,0,1,0,0,0,
hither,1,1,1,1,1,1,1,1,1,1,
paradox,1,0,0,0,0,0,0,0,0,0,
transformed,0,1,0,0,0,0,0,0,0,0,
cups,0,0,0,1,1,0,0,0,1,1,
clouts,0,0,0,0,1,0,0,0,0,0,
outdone,0,0,0,0,0,0,1,0,0,0,
included,1,1,1,1,1,1,1,1,1,1,
sobriety,0,0,0,0,0,0,0,0,1,0,
attempting,0,0,0,0,0,0,0,1,0,0,
opposed,0,0,0,1,1,1,0,0,1,0,
undid,0,0,0,0,1,0,0,0,1,0,
liv’d,0,0,0,0,0,1,0,0,1,0,
rebuke,0,0,0,1,1,0,1,0,0,1,
questioned,0,0,0,1,0,0,0,0,0,0,
combated,1,0,0,0,0,0,0,0,0,0,
propertied,0,0,0,0,1,0,0,0,0,0,
thread,0,0,0,0,0,1,1,0,1,1,
tyrwhitt,0,0,1,0,0,0,0,0,0,0,
broadfronted,0,0,0,0,1,0,0,0,0,0,
tyrannical,0,0,0,0,0,0,1,0,0,0,
340,0,0,1,0,0,0,0,0,0,0,
stake,1,0,0,0,0,0,1,1,0,1,
witness,1,1,1,1,1,0,1,1,1,1,
342,0,0,1,0,0,0,0,0,0,0,
344,0,0,1,0,0,0,0,0,0,0,
345,0,0,1,0,0,0,0,0,0,0,
“help,0,0,0,0,0,0,0,0,0,1,
347,0,0,1,0,0,0,0,0,0,0,
sent—,0,1,0,0,1,0,0,0,0,0,
threat,0,1,0,0,0,0,0,1,0,0,
clotpoll,0,0,0,0,0,0,0,1,0,0,
properties,1,0,0,0,0,0,0,0,0,0,
nuns,0,1,0,0,0,1,0,0,0,0,
inform,0,0,0,1,1,0,1,1,0,1,
woe’s,0,1,0,0,0,0,0,0,0,0,
oppresses,0,0,0,0,0,0,0,0,0,1,
crammed,0,0,0,0,0,0,1,0,0,0,
cure,1,1,0,0,0,1,1,1,1,1,
sorrow,1,1,1,0,1,1,1,1,0,1,
curb,0,0,0,1,0,0,1,0,0,0,
psalteries,0,0,0,0,0,0,1,0,0,0,
laissez,0,0,0,0,0,0,0,0,1,0,
350,0,0,1,0,0,0,0,0,0,0,
decayer,1,0,0,0,0,0,0,0,0,0,
allseer,0,1,0,0,0,0,0,0,0,0,
observed,1,0,1,0,0,0,0,0,0,0,
observes,1,0,0,0,0,0,0,0,0,0,
happier,0,0,0,0,0,0,1,1,0,0,
verily,0,0,1,0,0,0,1,0,1,0,
355,0,0,1,0,0,0,0,0,0,0,
brow,1,1,1,1,1,1,1,1,1,1,
oppressed,0,0,0,0,0,0,0,1,0,0,
oathbreaking,0,0,0,1,0,0,0,0,0,0,
juggled,1,0,0,0,0,0,0,0,0,0,
drawing,0,0,0,0,1,1,0,1,0,0,
motion48,1,0,0,0,0,0,0,0,0,0,
curs,0,0,0,0,0,0,1,1,1,0,
vexation,0,1,1,0,0,0,1,0,0,1,
and’s,0,0,0,0,0,0,0,1,0,0,
boxes,0,0,0,0,0,1,0,0,0,0,
did—i,0,0,0,0,0,0,0,0,0,1,
fluent,0,0,0,0,0,0,0,0,1,0,
execute,0,1,0,1,0,0,0,0,0,1,
360,0,0,1,0,0,0,0,0,0,0,
benefit,1,1,1,0,1,0,1,1,0,1,
cracking,0,0,0,0,0,1,1,0,0,0,
decayed,0,0,0,0,0,0,1,0,0,0,
stealers95,1,0,0,0,0,0,0,0,0,0,
lisp32,1,0,0,0,0,0,0,0,0,0,
365,0,0,1,0,0,0,0,0,0,0,
musitian,0,0,1,0,0,0,0,0,0,0,
369,0,0,1,0,0,0,0,0,0,0,
miscreant,0,0,0,0,0,0,0,1,0,0,
wrong’d,0,0,0,0,0,0,0,1,0,1,
impatiently,0,0,1,0,0,0,0,0,0,0,
morning’s,0,0,0,0,0,1,0,0,1,0,
solicitings,1,0,0,0,0,0,0,0,0,0,
transporting,0,0,0,0,0,0,0,0,1,0,
shelter,0,0,0,1,0,0,0,1,0,0,
salter,0,0,0,0,0,0,1,0,0,0,
examine,0,0,0,1,0,1,1,0,1,0,
experiments,0,0,0,1,0,0,0,0,0,0,
scan,0,0,0,0,0,0,0,0,0,1,
d’échapper,0,0,0,0,0,0,0,0,1,0,
industry,0,0,1,1,0,0,0,0,0,1,
370,0,0,1,0,0,0,0,0,0,0,
long,1,1,1,1,1,1,1,1,1,1,
thyme,0,0,0,0,0,0,0,0,0,1,
373,0,0,1,0,0,0,0,0,0,0,
spedding,0,0,1,0,0,0,0,0,0,0,
1st,1,0,0,0,0,0,0,0,0,0,
nought,0,0,1,0,0,1,0,0,1,1,
shamefully,0,1,0,0,0,0,0,0,0,0,
sidepiercing,0,0,0,0,0,0,0,1,0,0,
invites,0,0,0,0,0,0,0,0,1,0,
womb,1,1,0,1,1,1,1,1,1,1,
jigs,1,0,0,0,0,0,0,0,0,0,
cuts,0,1,0,1,0,1,0,1,0,1,
know—as,0,0,0,0,0,0,1,0,0,0,
wisdoms,1,1,0,0,0,0,1,0,1,0,
wolf,0,1,0,0,0,0,1,1,0,0,
auditor,0,0,0,1,0,0,0,0,0,0,
valour,0,1,1,1,1,1,1,1,1,0,
weldons,1,0,0,0,0,0,0,0,0,0,
lightens”,0,0,0,0,0,1,0,0,0,0,
controlled,0,0,0,0,0,0,1,0,0,0,
perrywigpated,1,0,0,0,0,0,0,0,0,0,
form38,1,0,0,0,0,0,0,0,0,0,
increasing,1,1,1,1,1,1,1,1,1,1,
beginners,0,0,0,0,0,1,0,0,0,0,
illbegotten,1,0,0,0,0,0,0,0,0,0,
depriv’d,0,0,0,0,0,1,0,1,0,0,
agent,1,1,1,1,1,1,1,1,1,1,
wool,0,0,0,0,0,0,0,1,0,0,
bishop,0,1,0,0,0,0,0,0,1,0,
odious,0,0,0,0,0,0,0,0,0,1,
rapid,1,0,0,0,0,0,0,0,0,0,
minister’d,0,0,0,0,0,1,0,0,0,0,
seven,0,1,1,1,0,0,1,1,0,1,
woos,0,0,0,0,0,1,0,0,0,0,
nakedness,0,0,0,0,0,0,0,1,1,0,
8690,0,0,1,0,0,0,0,0,0,0,
darker,0,0,0,0,0,0,0,1,0,0,
lasta,1,0,0,0,0,0,0,0,0,0,
loop,0,0,0,1,0,0,0,0,0,1,
kennel,0,1,0,0,0,0,0,1,0,0,
wooe,0,0,1,0,0,0,0,0,0,0,
wood,1,0,1,1,0,1,0,0,0,0,
mercutio’s,0,0,0,0,0,1,0,0,0,0,
olympushigh,0,0,0,0,0,0,0,0,0,1,
naples,0,0,0,0,0,0,0,0,0,1,
“thus,0,1,0,0,0,0,1,0,0,0,
surprisd,0,0,0,1,0,0,0,0,0,0,
gloucestershire,1,0,0,1,0,0,0,0,0,0,
admitted,0,1,0,0,1,0,1,0,0,0,
herefordshire,0,0,0,1,0,0,0,0,0,0,
murderer,1,1,0,0,0,1,0,0,0,1,
dispropertied,0,0,0,0,0,0,1,0,0,0,
invited,0,0,0,0,1,1,0,0,0,1,
complaints,0,1,0,1,0,0,0,0,0,1,
wont,1,1,1,0,0,0,1,1,0,1,
bridges,0,0,0,1,0,0,0,1,0,0,
look,1,1,1,1,1,1,1,1,1,1,
darken,0,0,0,0,1,0,1,0,0,0,
grounds,1,0,0,0,0,0,0,0,0,1,
intercession,0,0,1,0,0,1,1,0,0,0,
illfavouredly,0,0,0,0,0,0,0,0,1,0,
untaught,0,0,0,1,0,1,0,0,0,0,
salted,1,0,0,0,0,0,0,0,0,0,
murdered,0,1,0,1,1,1,0,0,0,0,
scar,0,0,0,0,0,0,0,0,0,1,
nuts,0,0,0,0,0,1,0,0,0,0,
presentment121,1,0,0,0,0,0,0,0,0,0,
converse,1,1,1,1,0,0,0,1,0,1,
commits,0,0,0,0,1,0,0,0,0,0,
aheight,0,0,0,0,0,0,0,1,0,0,
assur’d,0,0,0,0,0,0,0,1,1,1,
servantmaid,0,1,0,0,0,0,0,0,0,0,
deliver’d,0,0,0,0,0,1,0,1,0,1,
adornings,0,0,0,0,1,0,0,0,0,0,
lord,1,1,1,1,1,1,1,1,1,1,
stooping,1,0,0,0,0,0,0,0,0,0,
revoke,0,0,0,0,0,0,1,1,0,0,
husband—god,0,0,0,0,0,1,0,0,0,0,
y’are,0,0,0,0,0,0,0,1,0,0,
dispatch’d,0,0,0,0,0,0,0,0,1,0,
ionia,0,0,0,0,1,0,0,0,0,0,
i’ld,0,0,0,0,0,0,0,1,0,0,
winning,0,0,0,0,0,1,0,0,0,0,
barbarian,0,0,0,0,0,0,0,0,0,1,
politician,1,0,0,1,0,0,0,1,0,0,
starved,0,0,1,1,0,0,0,0,1,0,
semblances,0,0,0,0,0,0,0,0,1,0,
disordered,0,0,1,0,0,0,0,0,0,0,
sorrow—take,0,0,0,0,0,0,1,0,0,0,
landing,0,0,0,0,1,0,0,0,0,0,
disloyal,0,0,1,0,0,0,0,0,0,1,
yields,0,0,0,0,0,0,0,1,0,0,
i’ll,0,1,0,0,1,1,1,1,1,1,
rutland’s,0,1,0,0,0,0,0,0,0,0,
starves,1,0,0,0,0,0,0,0,0,0,
revolt,0,1,1,1,1,1,1,1,1,1,
flexure,1,0,0,0,0,0,0,0,1,0,
invocate,0,1,0,0,0,0,0,0,0,0,
starcross’d,0,0,0,0,0,1,0,0,0,0,
gleaned,0,0,0,0,0,0,0,0,1,0,
profiting,0,0,0,1,0,0,0,0,0,0,
mechanic,0,0,0,0,1,0,0,0,1,0,
astonish’d,0,0,0,0,0,0,0,0,1,0,
deformed,0,1,1,0,0,0,0,0,0,0,
tombé,0,0,0,0,0,0,0,0,1,0,
loss,1,1,1,1,1,1,1,1,1,1,
crossrow,0,1,0,0,0,0,0,0,0,0,
lost,1,1,1,1,1,1,1,1,1,1,
treasuries,0,0,0,0,0,0,0,0,1,0,
726002026compuservecom,0,0,0,1,0,0,0,0,0,0,
stealth,1,0,0,0,0,1,0,1,0,0,
perseveres,0,0,1,0,0,0,0,0,0,0,
trifling,1,0,0,0,0,1,0,0,0,0,
billeted,0,0,0,0,0,0,1,0,0,1,
mahomet,1,0,0,0,0,0,0,0,0,0,
preliminary,0,0,0,1,0,0,0,0,0,0,
colliers,0,0,0,0,0,1,0,0,0,0,
washd,0,0,0,1,0,0,0,0,0,0,
val,0,0,1,0,0,0,0,0,0,0,
cilicia,0,0,0,0,1,0,0,0,0,0,
van,0,0,0,0,1,0,0,0,0,0,
worn,1,0,0,0,1,1,1,0,1,0,
worm,0,1,0,0,1,1,0,1,0,0,
work,1,1,1,1,1,1,1,1,1,1,
nests,0,0,0,0,1,0,0,0,0,0,
dizzy,0,0,0,0,0,0,0,1,0,0,
lose,1,1,1,1,1,1,1,1,1,1,
request’s,0,0,0,0,0,0,1,0,0,0,
lord—so,0,1,0,0,0,0,0,0,0,0,
eros—i,0,0,0,0,1,0,0,0,0,0,
providence,1,0,0,0,0,0,0,0,0,0,
pining,0,0,0,0,0,0,0,0,1,0,
viper,0,0,0,0,0,0,1,0,1,1,
cowdung,0,0,0,0,0,0,0,1,0,0,
nymph,1,1,1,0,0,0,0,0,0,0,
wore,1,0,0,0,1,0,1,1,0,0,
word,1,1,1,1,1,1,1,1,1,1,
rutland,0,1,0,0,0,0,0,0,0,0,
alençon,0,0,0,0,0,0,0,0,1,0,
love,1,1,1,1,1,1,1,1,1,1,
lovd,1,0,1,1,0,0,0,0,0,0,
gender,0,0,0,0,0,0,0,0,0,1,
blench,1,0,0,0,0,0,0,0,0,0,
curs’d,0,0,0,0,0,0,0,1,0,0,
sail72,1,0,0,0,0,0,0,0,0,0,
pinion,0,0,0,0,1,0,0,1,0,0,
puppies,0,0,0,0,0,0,0,0,0,1,
lout,0,0,1,0,0,0,0,0,0,0,
lour,0,1,0,0,0,0,0,0,0,0,
falsify,0,0,0,1,0,0,0,0,0,0,
verify,0,0,0,0,0,0,0,0,1,0,
unwash’d,0,0,0,0,0,1,0,0,0,0,
jacques,0,0,0,0,0,0,0,0,1,0,
loud,1,0,0,1,1,1,1,1,1,1,
prevailed,0,1,0,0,1,0,1,0,0,0,
wots,0,0,0,0,0,0,0,0,1,0,
groundlings45,1,0,0,0,0,0,0,0,0,0,
incurr’d,0,0,0,0,0,0,0,1,0,0,
graze,0,0,0,0,0,1,0,0,0,1,
patience69,1,0,0,0,0,0,0,0,0,0,
degenerate,0,0,1,1,0,0,0,1,0,0,
hunted,0,0,0,0,1,0,0,0,0,0,
lots,0,0,0,0,1,0,1,0,0,0,
insisting,0,0,0,0,0,0,1,0,0,0,
hotly,0,0,0,0,0,0,1,1,1,1,
exists,1,1,1,1,1,1,1,1,1,1,
quiddities,0,0,0,1,0,0,0,0,0,0,
“whore”,0,0,0,0,0,0,0,0,0,1,
insult,0,0,0,0,0,0,1,0,0,0,
sheathe,0,0,0,0,0,0,0,0,1,0,
proudlier,0,0,0,0,0,0,1,0,0,0,
blacknightlike,1,0,0,0,0,0,0,0,0,0,
gonzago,1,0,0,0,0,0,0,0,0,0,
‘wilt,0,0,0,0,0,1,0,0,0,0,
falorous,0,0,0,0,0,0,0,0,1,0,
threshold,0,0,0,0,0,0,1,0,0,0,
minion,0,0,1,1,0,1,0,0,0,0,
prettily,0,1,1,0,0,0,0,0,0,0,
hour’s,0,1,0,0,0,0,1,0,0,0,
sharptooth’d,0,0,0,0,0,0,0,1,0,0,
dimming,0,1,0,0,0,0,0,0,0,0,
zwaggered,0,0,0,0,0,0,0,1,0,0,
desolate,1,0,1,0,0,0,0,0,0,0,
thatch,0,0,0,0,0,0,0,0,1,0,
subdued,0,0,0,0,1,0,0,0,0,1,
subdues,0,0,0,0,0,0,1,0,0,0,
dyce,0,0,1,0,0,0,0,0,0,0,
dismission,0,0,0,0,1,0,0,0,0,0,
repined,0,0,0,0,0,0,1,0,0,0,
cannot—,0,1,0,0,0,0,0,0,0,0,
votarist,0,0,0,0,0,0,0,0,0,1,
ver,0,0,0,1,0,0,0,0,0,0,
proverbial,1,0,0,0,0,0,0,0,0,0,
pebbles,1,0,0,0,0,0,1,0,0,0,
voice18,1,0,0,0,0,0,0,0,0,0,
lown,0,0,0,0,0,0,0,0,0,1,
vex,1,0,1,0,1,0,0,1,0,0,
rushes,1,0,0,1,0,1,1,0,0,1,
mining,1,0,0,0,0,0,0,0,0,0,
honesty—how,0,0,0,0,1,0,0,0,0,0,
lapsing,0,0,0,0,0,0,1,0,0,0,
faith’d,0,0,0,0,0,0,0,1,0,0,
marcus,0,0,0,0,1,0,1,0,0,1,
qualification,0,0,0,0,0,0,0,0,0,1,
darkly,1,1,0,0,0,0,0,0,0,0,
preparing,1,0,0,0,0,0,1,0,0,0,
hearthard’ning,0,0,0,0,0,0,1,0,0,0,
tombs,0,0,0,0,0,1,0,0,0,0,
écolier,0,0,0,0,0,0,0,0,1,0,
provision,1,1,1,1,1,1,1,1,1,1,
assaulted,0,0,0,0,0,0,1,1,0,0,
indign,0,0,0,0,0,0,0,0,0,1,
finis,0,0,1,0,0,0,0,0,0,0,
dauphin’s,0,0,0,0,0,0,0,0,1,0,
dismissing,0,0,0,0,0,0,0,1,0,0,
journey’s,0,0,0,0,0,0,0,0,0,1,
seducing,0,0,0,0,0,0,1,0,0,0,
deny’t—come,0,0,0,0,0,0,1,0,0,0,
strung,0,0,1,0,0,0,0,0,0,0,
winter,0,1,1,0,1,1,0,1,1,1,
clouds,1,1,0,1,0,1,1,0,1,1,
infold,0,0,0,0,0,1,0,0,0,0,
flaw’d,0,0,0,0,0,0,0,1,0,0,
schoolboys,0,0,0,0,0,1,0,0,0,0,
pest’ring,0,0,0,0,0,0,1,0,0,0,
dyed,1,0,0,0,0,0,0,0,0,1,
amyntas,0,0,0,0,1,0,0,0,0,0,
sweetest,0,1,1,0,1,1,0,0,0,1,
cette,0,0,0,0,0,0,0,0,1,0,
heartily,1,1,0,0,0,0,1,0,1,1,
culling,0,0,0,0,0,1,0,0,0,0,
grave,1,1,1,1,1,1,1,1,1,1,
stow’d,0,0,0,0,0,0,0,0,0,1,
instead,1,1,0,1,0,0,0,0,1,0,
whispered,0,0,0,0,0,0,0,1,0,0,
begg’d,0,0,0,0,0,0,0,1,0,1,
cloudy,0,1,0,1,0,1,0,0,0,0,
choler,1,0,0,1,0,1,1,1,1,1,
stolen,0,0,1,0,1,0,0,0,1,0,
alexanders,0,0,0,0,0,0,0,0,1,0,
wakened,0,0,0,0,0,1,0,0,0,0,
disorderly,1,0,0,0,0,0,0,0,0,0,
soak’d,0,0,0,0,0,0,0,0,1,0,
indistinguish’d,0,0,0,0,0,0,0,1,0,0,
slightest,0,0,0,1,0,0,0,0,0,0,
scot,0,0,0,1,0,0,0,0,1,0,
servingman,0,0,0,0,0,0,1,1,0,0,
hands,1,1,1,1,1,1,1,1,1,1,
prisonhouse,1,0,0,0,0,0,0,0,0,0,
allowed,1,0,0,1,0,0,0,0,0,1,
staying,0,0,1,0,1,1,0,0,0,0,
veronese,0,0,0,0,0,1,0,0,0,0,
handy,1,0,0,0,0,0,0,0,0,0,
via,0,0,0,0,0,0,0,0,1,0,
revisits,1,0,0,0,0,0,0,0,0,0,
gimmal,0,0,0,0,0,0,0,0,1,0,
kites,1,1,0,0,0,0,1,0,0,0,
vie,0,0,0,0,1,0,0,0,1,0,
vii,0,1,1,0,1,0,1,1,1,0,
haughtiness,0,0,0,1,0,0,0,0,0,0,
absent,0,0,0,1,0,0,0,0,0,1,
empire,1,1,0,0,1,1,0,0,0,0,
sleepily,1,0,0,0,0,0,0,0,0,0,
you34,1,0,0,0,0,0,0,0,0,0,
agrees,0,0,0,1,0,1,0,0,0,0,
you52,1,0,0,0,0,0,0,0,0,0,
profferer,0,0,1,0,0,0,0,0,0,0,
you54,1,0,0,0,0,0,0,0,0,0,
instruct,0,0,0,0,0,0,1,0,0,1,
betterd69,1,0,0,0,0,0,0,0,0,0,
viz,1,0,0,0,0,0,0,0,0,0,
retell,0,0,0,0,0,0,0,0,0,1,
leaps,1,0,0,0,0,1,0,1,0,0,
could—,0,0,0,0,0,0,0,1,0,0,
orchard,1,0,0,0,0,1,0,0,0,0,
unused,0,0,0,0,0,0,0,0,0,1,
howls,0,0,0,0,0,0,0,0,1,0,
unwatchd,1,0,0,0,0,0,0,0,0,0,
consented,0,1,0,0,0,0,1,0,1,0,
slurred,0,0,1,0,0,0,0,0,0,0,
greatgrandfather,0,0,0,0,0,0,0,0,1,0,
least,0,1,1,1,1,1,1,1,0,1,
interprets,1,0,0,0,0,0,0,0,0,1,
miseryothello,1,0,0,0,0,0,0,0,0,0,
aspic’s,0,0,0,0,1,0,0,0,0,0,
clamorous,0,1,0,1,0,0,0,1,0,0,
swimming,0,0,0,0,0,0,0,1,0,0,
heavenbred,0,0,1,0,0,0,0,0,0,0,
variations,0,0,0,0,0,0,0,0,1,0,
naughty,0,0,0,1,0,0,0,1,0,0,
proffered,0,1,0,0,0,0,0,0,0,0,
you12,1,0,0,0,0,0,0,0,0,0,
agreed,1,1,1,1,1,1,1,1,1,1,
computers,1,1,1,1,1,1,1,1,1,1,
lanklean,0,0,0,0,0,0,0,0,1,0,
secretly,0,1,0,1,0,0,0,0,0,0,
circumcised,0,0,0,0,0,0,0,0,0,1,
learn,1,1,1,1,1,1,1,1,1,1,
device—and,0,1,0,0,0,0,0,0,0,0,
newgate,0,0,0,1,0,0,0,0,0,0,
newer,0,0,1,0,0,0,0,0,0,1,
halfshirt,0,0,0,1,0,0,0,0,0,0,
floundering,1,0,0,0,0,0,0,0,0,0,
lease,0,0,1,1,0,0,0,0,0,0,
exploit,0,1,0,1,0,0,0,1,0,0,
leash,0,0,0,1,0,0,1,0,0,0,
addressing,1,0,0,0,0,0,0,0,0,0,
notes,1,0,1,0,0,1,0,0,0,0,
official,1,1,1,1,1,1,1,1,1,1,
brittany,0,1,0,0,0,0,0,0,1,0,
dowager,1,0,0,0,0,0,0,0,0,0,
spring,1,1,1,1,1,1,0,1,1,0,
bedpresser,0,0,0,1,0,0,0,0,0,0,
leave,1,1,1,1,1,1,1,1,1,1,
mutineers,0,0,0,0,0,0,1,0,0,0,
aediles,0,0,0,0,0,0,1,0,0,0,
knave,1,1,1,1,1,1,1,1,1,1,
imperfectly,0,0,0,0,0,0,0,0,0,1,
cakes,0,0,0,0,0,1,0,0,0,0,
assigns,1,0,0,0,0,0,0,0,0,0,
shouldered,0,1,0,0,0,0,0,0,0,0,
varrius,0,0,0,0,1,0,0,0,0,0,
beggar—ink,0,0,0,0,1,0,0,0,0,0,
friars,0,1,1,0,0,0,0,0,0,0,
handydandy,0,0,0,0,0,0,0,1,0,0,
“defects”,1,1,1,1,1,1,1,1,1,1,
pompey’s,0,0,0,0,1,0,0,0,1,0,
nightgown,0,0,0,0,0,0,0,0,0,1,
shade,0,1,0,1,0,0,1,0,1,0,
often,1,1,1,1,1,1,1,1,1,1,
assignd,0,0,0,1,0,0,0,0,0,0,
sometime’s,0,0,0,0,0,1,0,0,0,0,
suddenlytheres,1,0,0,0,0,0,0,0,0,0,
obtaining,1,1,1,1,1,1,1,1,1,1,
syllables,0,0,0,0,0,0,1,0,0,0,
malechor,1,0,0,0,0,0,0,0,0,0,
visor,0,0,0,0,0,1,0,0,0,0,
meteors,0,0,0,1,0,0,0,0,0,0,
testy,0,1,1,0,0,0,1,0,0,0,
useful,0,0,0,0,1,0,0,0,0,0,
threepence,0,0,0,0,0,0,1,0,0,0,
steepdown,0,0,0,0,0,0,0,0,0,1,
fantantastique,0,0,1,0,0,0,0,0,0,0,
private,1,1,1,1,1,1,1,1,1,1,
shady,0,0,0,0,0,1,0,0,0,0,
companion,0,0,1,1,1,0,1,1,0,0,
congreeing,0,0,0,0,0,0,0,0,1,0,
collied,0,0,0,0,0,0,0,0,0,1,
woman’d,0,0,0,0,0,0,0,0,0,1,
sleeping,1,1,0,1,0,1,0,0,1,0,
plebeii,0,0,0,0,0,0,1,0,0,0,
finely,0,0,0,0,0,0,0,0,1,0,
desperately,0,1,0,0,0,0,0,1,0,0,
cheering,0,1,0,0,0,0,0,0,0,0,
snarling,0,1,0,0,0,0,0,0,0,0,
gates,1,0,0,0,0,0,1,1,1,0,
peopled,1,0,1,0,0,0,0,0,1,0,
calamity,1,1,0,0,0,1,1,0,0,0,
accomplish,0,0,0,0,0,0,1,0,0,0,
engine,0,0,1,0,0,0,1,1,0,0,
richards,0,0,0,1,0,0,0,0,0,0,
vor,0,0,0,0,0,0,0,1,0,0,
linen,0,0,0,1,0,0,0,0,0,0,
lines,1,1,1,0,0,0,0,0,1,0,
